,label,frequency,level,is_leaf,leafs_contained
523,mechanical device,0.008991607988688859,5,False,9
524,"control, controller",0.0020298845854468204,5,False,2
525,rotating mechanism,0.0010149422927234102,5,False,1
526,radiator,0.0009782482252172562,5,True,1
527,"computer, computing machine, computing device, data processor, electronic computer, information processing system",0.005774240920755648,5,False,6
528,textile machine,0.0010149422927234102,5,False,1
529,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.0010149422927234102,5,True,1
530,power tool,0.0016410836148496987,5,False,2
531,"printer, printing machine",0.0010149422927234102,5,False,1
532,"slot machine, coin machine",0.0020298845854468204,5,False,2
533,"calculator, calculating machine",0.0010149422927234102,5,False,1
534,farm machine,0.0020298845854468204,5,False,2
535,scientific instrument,0.0020298845854468204,5,False,2
536,"measuring instrument, measuring system, measuring device",0.011603913305190804,5,False,12
537,"weapon, arm, weapon system",0.007104596049063871,5,False,7
538,instrument of execution,0.0010016699704339504,5,False,1
539,navigational instrument,0.0009017371908427222,5,False,1
540,medical instrument,0.0020298845854468204,5,False,2
541,optical instrument,0.0030448268781702306,5,False,3
542,"wind instrument, wind",0.0101494229272341,5,False,10
543,"percussion instrument, percussive instrument",0.006075600709210444,5,False,6
544,keyboard instrument,0.004059769170893641,5,False,4
545,stringed instrument,0.006089653756340461,5,False,6
546,"safety belt, life belt, safety harness",0.0010149422927234102,5,False,1
547,"fastener, fastening, holdfast, fixing",0.008021947736717723,5,False,8
548,muzzle,0.0008845612443504799,5,True,1
549,brake,0.0010149422927234102,5,False,1
550,paintbrush,0.0010149422927234102,5,True,1
551,"display, video display",0.0009891783729850468,5,False,1
552,"mouse, computer mouse",0.0010149422927234102,5,True,1
553,ski,0.0010149422927234102,5,True,1
554,pier,0.0010149422927234102,5,True,1
555,structural member,0.0010149422927234102,5,False,1
556,"rack, stand",0.0009056408150455046,5,False,1
557,"light, light source",0.0010149422927234102,5,False,1
558,lamp,0.0030448268781702306,5,False,3
559,space heater,0.0007838477399186953,5,True,1
560,stove,0.0010149422927234102,5,True,1
561,wing,0.0010149422927234102,5,True,1
562,oil filter,0.0008744118214232458,5,True,1
563,strainer,0.0010149422927234102,5,True,1
564,snorkel,0.0010149422927234102,5,True,1
565,oxygen mask,0.0010149422927234102,5,True,1
566,mirror,0.0010149422927234102,5,False,1
567,"solar dish, solar collector, solar furnace",0.0010149422927234102,5,True,1
568,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.0010149422927234102,5,True,1
569,"lens, lense, lens system",0.0010149422927234102,5,False,1
570,brace,0.0009212553118566339,5,False,1
571,crane,0.0010149422927234102,5,True,1
572,mousetrap,0.0010149422927234102,5,True,1
573,"web, entanglement",0.0010149422927234102,5,False,1
574,typewriter keyboard,0.0010149422927234102,5,True,1
575,"computer keyboard, keypad",0.0010149422927234102,5,True,1
576,whistle,0.0010149422927234102,5,True,1
577,transducer,0.0020298845854468204,5,False,2
578,"magnetic disk, magnetic disc, disk, disc",0.0010149422927234102,5,False,1
579,"electric fan, blower",0.0010149422927234102,5,True,1
580,staff,0.0020298845854468204,5,False,2
581,matchstick,0.0010149422927234102,5,True,1
582,spindle,0.0010149422927234102,5,True,1
583,drumstick,0.0010149422927234102,5,True,1
584,kitchen utensil,0.006955477604517586,5,False,7
585,pen,0.0029948604883746166,5,False,3
586,hand tool,0.006053740413674864,5,False,6
587,cutting implement,0.003313396223321656,5,False,4
588,"plow, plough",0.0010149422927234102,5,True,1
589,"garden tool, lawn tool",0.0010149422927234102,5,False,1
590,"swab, swob, mop",0.0010149422927234102,5,True,1
591,broom,0.0010149422927234102,5,True,1
592,"paddle, boat paddle",0.0010149422927234102,5,True,1
593,"racket, racquet",0.0010149422927234102,5,True,1
594,"rubber eraser, rubber, pencil eraser",0.0010149422927234102,5,True,1
595,pole,0.0010149422927234102,5,True,1
596,pencil sharpener,0.0010149422927234102,5,True,1
597,lever,0.0008158574583815106,5,False,1
598,modem,0.0008970528417993834,5,True,1
599,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.0010149422927234102,5,True,1
600,"telephone, phone, telephone set",0.0030448268781702306,5,False,3
601,monitor,0.0010149422927234102,5,True,1
602,CD player,0.0010149422927234102,5,True,1
603,tape player,0.0010149422927234102,5,True,1
604,"audio system, sound system",0.0010149422927234102,5,False,1
605,cassette player,0.0010149422927234102,5,True,1
606,"duplicator, copier",0.0010149422927234102,5,False,1
607,game,0.0020298845854468204,5,False,2
608,ball,0.0060342222926609524,5,False,6
609,"pool table, billiard table, snooker table",0.0010149422927234102,5,True,1
610,"weight, free weight, exercising weight",0.0020298845854468204,5,False,2
611,baseball equipment,0.0010149422927234102,5,False,1
612,golf equipment,0.0010149422927234102,5,False,1
613,basketball equipment,0.0010149422927234102,5,False,1
614,"gymnastic apparatus, exerciser",0.0030448268781702306,5,False,3
615,croquet equipment,0.0010149422927234102,5,False,1
616,"camera, photographic camera",0.0020298845854468204,5,False,2
617,"kit, outfit",0.0010149422927234102,5,False,1
618,rig,0.0010149422927234102,5,False,1
619,"parachute, chute",0.0010149422927234102,5,True,1
620,"spacecraft, ballistic capsule, space vehicle",0.0009665373526089091,5,False,1
621,face powder,0.0009001757411616092,5,True,1
622,"makeup, make-up, war paint",0.0010149422927234102,5,False,1
623,"sunscreen, sunblock, sun blocker",0.0009501421309572233,5,True,1
624,"telecommunication system, telecom system, telecommunication equipment, telecom equipment",0.0010149422927234102,5,False,1
625,"radio, wireless",0.0010149422927234102,5,True,1
626,ligament,0.0010149422927234102,5,False,1
627,"press, public press",0.0010149422927234102,5,False,1
628,necklace,0.0010149422927234102,5,True,1
629,"fire screen, fireguard",0.0010149422927234102,5,True,1
630,mosquito net,0.0010149422927234102,5,True,1
631,window screen,0.0010149422927234102,5,True,1
632,tile roof,0.0010149422927234102,5,True,1
633,dome,0.0010149422927234102,5,True,1
634,vault,0.0010149422927234102,5,True,1
635,"thatch, thatched roof",0.0010149422927234102,5,True,1
636,"plate, scale, shell",0.0020298845854468204,5,False,2
637,"bell cote, bell cot",0.0010149422927234102,5,True,1
638,canopy,0.0010149422927234102,5,False,1
639,birdhouse,0.0010149422927234102,5,True,1
640,"lens cap, lens cover",0.0010149422927234102,5,True,1
641,window blind,0.0010149422927234102,5,False,1
642,scabbard,0.0010149422927234102,5,True,1
643,holster,0.0010149422927234102,5,True,1
644,face mask,0.0010149422927234102,5,False,1
645,"gasmask, respirator, gas helmet",0.0010149422927234102,5,True,1
646,"body armor, body armour, suit of armor, suit of armour, coat of mail, cataphract",0.0020298845854468204,5,False,2
647,"shield, buckler",0.0010149422927234102,5,True,1
648,"lampshade, lamp shade",0.0010149422927234102,5,True,1
649,"sweater, jumper",0.0017417971192814834,5,False,2
650,"swimsuit, swimwear, bathing suit, swimming costume, bathing costume",0.0030448268781702306,5,False,3
651,"overgarment, outer garment",0.003866930135276193,5,False,4
652,neckwear,0.002976903817041818,5,False,3
653,scarf,0.0020298845854468204,5,False,2
654,skirt,0.0038294553429294824,5,False,4
655,"vest, waistcoat",0.0009181324124944081,5,False,1
656,"suit, suit of clothes",0.0010149422927234102,5,True,1
657,"diaper, nappy, napkin",0.0010149422927234102,5,True,1
658,shirt,0.0010032314201150632,5,False,1
659,robe,0.0020298845854468204,5,False,2
660,"trouser, pant",0.0010149422927234102,5,False,1
661,"undergarment, unmentionable",0.0010149422927234102,5,False,1
662,"hosiery, hose",0.0030448268781702306,5,False,3
663,apron,0.0010149422927234102,5,True,1
664,knee pad,0.0010149422927234102,5,True,1
665,cap,0.0030448268781702306,5,False,3
666,"hat, chapeau, lid",0.003988723210403002,5,False,4
667,helmet,0.0020298845854468204,5,False,2
668,"gown, robe",0.0020298845854468204,5,False,2
669,glove,0.0010149422927234102,5,False,1
670,"pajama, pyjama, pj's, jammies",0.0010149422927234102,5,True,1
671,"dress, frock",0.0010149422927234102,5,False,1
672,"hairpiece, false hair, postiche",0.0010149422927234102,5,False,1
673,military uniform,0.0010149422927234102,5,True,1
674,cowboy boot,0.0010149422927234102,5,True,1
675,sandal,0.0010149422927234102,5,True,1
676,Loafer,0.0008876841437127057,5,True,1
677,running shoe,0.0010149422927234102,5,True,1
678,"quilt, comforter, comfort, puff",0.0010149422927234102,5,True,1
679,"bandage, patch",0.0010149422927234102,5,False,1
680,bottlecap,0.0010149422927234102,5,True,1
681,nipple,0.0010149422927234102,5,True,1
682,"doormat, welcome mat",0.0010149422927234102,5,True,1
683,"book jacket, dust cover, dust jacket, dust wrapper",0.0009009564660021657,5,True,1
684,paper towel,0.0010149422927234102,5,True,1
685,bath towel,0.0010149422927234102,5,True,1
686,appliance,0.010909068197095546,5,False,11
687,stage,0.0010149422927234102,5,True,1
688,"flavorer, flavourer, flavoring, flavouring, seasoner, seasoning",0.0030448268781702306,5,False,3
689,"bread, breadstuff, staff of life",0.004059769170893641,5,False,4
690,dough,0.0010149422927234102,5,True,1
691,mixed drink,0.0019463470275072783,5,False,2
692,"wine, vino",0.0010149422927234102,5,False,1
693,espresso,0.0010149422927234102,5,True,1
694,"dessert, sweet, afters",0.0030448268781702306,5,False,3
695,"entree, main course",0.0010149422927234102,5,False,1
696,potpie,0.0010149422927234102,5,True,1
697,burrito,0.0010149422927234102,5,True,1
698,snack food,0.0020298845854468204,5,False,2
699,"pizza, pizza pie",0.0010149422927234102,5,True,1
700,soup,0.0009423348825516586,5,False,1
701,stew,0.0008970528417993834,5,False,1
702,hay,0.0010149422927234102,5,True,1
703,globule,0.0010149422927234102,5,False,1
704,fruit,0.016239076683574556,5,False,16
705,coral reef,0.0010149422927234102,5,True,1
706,"sandbar, sand bar",0.0010149422927234102,5,True,1
707,"groom, bridegroom",0.0010149422927234102,5,True,1
708,flower,0.0020298845854468204,5,False,2
709,"ground beetle, carabid beetle",0.0010149422927234102,6,True,1
710,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.0010149422927234102,6,True,1
711,tiger beetle,0.0010149422927234102,6,True,1
712,lamellicorn beetle,0.0020298845854468204,6,False,2
713,weevil,0.0010149422927234102,6,True,1
714,"leaf beetle, chrysomelid",0.0010149422927234102,6,True,1
715,"long-horned beetle, longicorn, longicorn beetle",0.0010149422927234102,6,True,1
716,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.0010149422927234102,6,True,1
717,damselfly,0.0010149422927234102,6,True,1
718,cricket,0.0010149422927234102,6,True,1
719,"grasshopper, hopper",0.0010149422927234102,6,True,1
720,"walking stick, walkingstick, stick insect",0.0010149422927234102,6,True,1
721,"ant, emmet, pismire",0.0010149422927234102,6,True,1
722,bee,0.0010149422927234102,6,True,1
723,"lacewing, lacewing fly",0.0010149422927234102,6,True,1
724,"cockroach, roach",0.0010149422927234102,6,True,1
725,"mantis, mantid",0.0010149422927234102,6,True,1
726,leafhopper,0.0010149422927234102,6,True,1
727,"cicada, cicala",0.0010149422927234102,6,True,1
728,butterfly,0.006089653756340461,6,False,6
729,fly,0.0010149422927234102,6,True,1
730,"garden spider, Aranea diademata",0.0010149422927234102,6,True,1
731,"barn spider, Araneus cavaticus",0.0010149422927234102,6,True,1
732,"black and gold garden spider, Argiope aurantia",0.0010149422927234102,6,True,1
733,"wolf spider, hunting spider",0.0010149422927234102,6,True,1
734,"black widow, Latrodectus mactans",0.0010149422927234102,6,True,1
735,tarantula,0.0010149422927234102,6,True,1
736,tick,0.0010149422927234102,6,True,1
737,isopod,0.0010149422927234102,6,True,1
738,crab,0.004059769170893641,6,False,4
739,hermit crab,0.0010149422927234102,6,True,1
740,lobster,0.0020298845854468204,6,False,2
741,"crayfish, crawfish, crawdad, crawdaddy",0.0010149422927234102,6,True,1
742,"stony coral, madrepore, madriporian coral",0.0010149422927234102,6,False,1
743,"ungulate, hoofed mammal",0.017254018976297966,6,False,17
744,primate,0.020298845854468194,6,False,20
745,carnivore,0.03552298024531935,6,False,35
746,"lagomorph, gnawing mammal",0.0030448268781702306,6,False,3
747,"rodent, gnawer",0.006016265621328154,6,False,6
748,aquatic mammal,0.00394266044481017,6,False,4
749,"proboscidean, proboscidian",0.0020298845854468204,6,False,2
750,edentate,0.0020298845854468204,6,False,2
751,"marsupial, pouched mammal",0.0030448268781702306,6,False,3
752,"monotreme, egg-laying mammal",0.0020080242899112393,6,False,2
753,"wading bird, wader",0.016239076683574556,6,False,16
754,"waterfowl, water bird, waterbird",0.002920691628521752,6,False,3
755,"seabird, sea bird, seafowl",0.0030448268781702306,6,False,3
756,swan,0.0010149422927234102,6,False,1
757,"gallinule, marsh hen, water hen, swamphen",0.0010149422927234102,6,False,1
758,lory,0.0010149422927234102,6,False,1
759,macaw,0.0010149422927234102,6,True,1
760,cockatoo,0.0010149422927234102,6,False,1
761,"African grey, African gray, Psittacus erithacus",0.0010149422927234102,6,True,1
762,"owl, bird of Minerva, bird of night, hooter",0.0010149422927234102,6,False,1
763,hawk,0.0010149422927234102,6,False,1
764,vulture,0.0010149422927234102,6,True,1
765,"eagle, bird of Jove",0.0010149422927234102,6,False,1
766,"oscine, oscine bird",0.01116436521995751,6,False,11
767,jacamar,0.0010149422927234102,6,True,1
768,toucan,0.0010149422927234102,6,True,1
769,hummingbird,0.0010149422927234102,6,True,1
770,bee eater,0.0010149422927234102,6,True,1
771,hornbill,0.0010149422927234102,6,True,1
772,cuckoo,0.0008283490558304141,6,False,1
773,"ostrich, Struthio camelus",0.0010149422927234102,6,True,1
774,bony fish,0.008770662858811378,6,False,9
775,"cartilaginous fish, chondrichthian",0.005074711463617051,6,False,5
776,food fish,0.0020298845854468204,6,False,2
777,"newt, triton",0.0020298845854468204,6,False,2
778,"ambystomid, ambystomid salamander",0.0020298845854468204,6,False,2
779,"European fire salamander, Salamandra salamandra",0.0010149422927234102,6,True,1
780,"tree frog, tree-frog",0.0010149422927234102,6,True,1
781,"true frog, ranid",0.0010149422927234102,6,False,1
782,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.0010149422927234102,6,True,1
783,"snake, serpent, ophidian",0.017075232987810534,6,False,17
784,"crocodilian reptile, crocodilian",0.0020298845854468204,6,False,2
785,saurian,0.011021492574135677,6,False,11
786,"archosaur, archosaurian, archosaurian reptile",0.0009883976481444904,6,False,1
787,"chelonian, chelonian reptile",0.005074711463617051,6,False,5
788,"bloodhound, sleuthhound",0.0010149422927234102,6,True,1
789,"Afghan hound, Afghan",0.0010149422927234102,6,True,1
790,beagle,0.0010149422927234102,6,True,1
791,"Norwegian elkhound, elkhound",0.0010149422927234102,6,True,1
792,greyhound,0.0020298845854468204,6,False,2
793,"Saluki, gazelle hound",0.0010149422927234102,6,True,1
794,wolfhound,0.0020298845854468204,6,False,2
795,coonhound,0.0005714905832873357,6,False,1
796,foxhound,0.0013889094913499592,6,False,2
797,redbone,0.0010071350443178455,6,True,1
798,bluetick,0.0008869034188721493,6,True,1
799,"basset, basset hound",0.0010149422927234102,6,True,1
800,"otterhound, otter hound",0.0005761749323306744,6,True,1
801,"Scottish deerhound, deerhound",0.0010149422927234102,6,True,1
802,Weimaraner,0.0010149422927234102,6,True,1
803,"Ibizan hound, Ibizan Podenco",0.0010149422927234102,6,True,1
804,retriever,0.0050106920266914205,6,False,5
805,setter,0.0030448268781702306,6,False,3
806,"pointer, Spanish pointer",0.0020298845854468204,6,False,2
807,spaniel,0.00684617612683968,6,False,7
808,Yorkshire terrier,0.0010149422927234102,6,True,1
809,"wirehair, wirehaired terrier, wire-haired terrier",0.0017457007434842657,6,False,2
810,Bedlington terrier,0.0009821518494200385,6,True,1
811,Norwich terrier,0.0010149422927234102,6,True,1
812,Border terrier,0.0010149422927234102,6,True,1
813,"bullterrier, bull terrier",0.0020298845854468204,6,False,2
814,"Tibetan terrier, chrysanthemum dog",0.0010149422927234102,6,True,1
815,West Highland white terrier,0.0010149422927234102,6,True,1
816,Norfolk terrier,0.0010149422927234102,6,True,1
817,"Dandie Dinmont, Dandie Dinmont terrier",0.0009025179156832787,6,True,1
818,Kerry blue terrier,0.0009938627220283855,6,True,1
819,fox terrier,0.0007627681692236706,6,False,1
820,"Airedale, Airedale terrier",0.0010149422927234102,6,True,1
821,"silky terrier, Sydney silky",0.0010149422927234102,6,True,1
822,"Boston bull, Boston terrier",0.0010149422927234102,6,True,1
823,soft-coated wheaten terrier,0.0010149422927234102,6,True,1
824,"cairn, cairn terrier",0.0010149422927234102,6,True,1
825,Irish terrier,0.0010149422927234102,6,True,1
826,"Lhasa, Lhasa apso",0.0010149422927234102,6,True,1
827,schnauzer,0.0030448268781702306,6,False,3
828,"Scotch terrier, Scottish terrier, Scottie",0.0010149422927234102,6,True,1
829,Australian terrier,0.0010149422927234102,6,True,1
830,Appenzeller,0.0010149422927234102,6,True,1
831,Greater Swiss Mountain dog,0.0010149422927234102,6,True,1
832,Bernese mountain dog,0.0010149422927234102,6,True,1
833,EntleBucher,0.0010149422927234102,6,True,1
834,Border collie,0.0010149422927234102,6,True,1
835,"German shepherd, German shepherd dog, German police dog, alsatian",0.0010149422927234102,6,True,1
836,"Belgian sheepdog, Belgian shepherd",0.0020298845854468204,6,False,2
837,kelpie,0.0010149422927234102,6,True,1
838,collie,0.0010149422927234102,6,True,1
839,"Old English sheepdog, bobtail",0.0010149422927234102,6,True,1
840,komondor,0.0010149422927234102,6,True,1
841,"Shetland sheepdog, Shetland sheep dog, Shetland",0.0010149422927234102,6,True,1
842,Rottweiler,0.0010149422927234102,6,True,1
843,briard,0.0010149422927234102,6,True,1
844,"Bouvier des Flandres, Bouviers des Flandres",0.0010149422927234102,6,True,1
845,pinscher,0.0027746960833376923,6,False,3
846,schipperke,0.0010149422927234102,6,True,1
847,kuvasz,0.0010149422927234102,6,True,1
848,French bulldog,0.0010149422927234102,6,True,1
849,Tibetan mastiff,0.0010149422927234102,6,True,1
850,Siberian husky,0.0010149422927234102,6,True,1
851,"malamute, malemute, Alaskan malamute",0.0010149422927234102,6,True,1
852,English toy spaniel,0.0010149422927234102,6,False,1
853,papillon,0.0010149422927234102,6,True,1
854,"peafowl, bird of Juno",0.0010149422927234102,6,False,1
855,"shop, store",0.008080502099759457,6,False,8
856,"marketplace, market place, mart, market",0.0010149422927234102,6,False,1
857,correctional institution,0.0010149422927234102,6,False,1
858,"stupa, tope",0.0010149422927234102,6,True,1
859,palace,0.0010149422927234102,6,True,1
860,"religious residence, cloister",0.0009017371908427222,6,False,1
861,"apiary, bee house",0.0010149422927234102,6,True,1
862,boathouse,0.0010149422927234102,6,True,1
863,stone wall,0.0010149422927234102,6,True,1
864,"picket fence, paling",0.0010149422927234102,6,True,1
865,chainlink fence,0.0010149422927234102,6,True,1
866,rail fence,0.0010149422927234102,6,False,1
867,door,0.0010149422927234102,6,False,1
868,gate,0.0010149422927234102,6,False,1
869,"grille, radiator grille",0.0010149422927234102,6,True,1
870,plate rack,0.0008221032571059623,6,True,1
871,"lumbermill, sawmill",0.0010149422927234102,6,True,1
872,cradle,0.0010149422927234102,6,True,1
873,bassinet,0.0010149422927234102,6,True,1
874,"crib, cot",0.0010149422927234102,6,True,1
875,toilet seat,0.0010149422927234102,6,True,1
876,chair,0.0038068143225533447,6,False,4
877,"sofa, couch, lounge",0.0010149422927234102,6,False,1
878,bench,0.0010149422927234102,6,False,1
879,bed,0.0010149422927234102,6,False,1
880,"medicine chest, medicine cabinet",0.0010149422927234102,6,True,1
881,"china cabinet, china closet",0.0010149422927234102,6,True,1
882,"dining table, board",0.0010149422927234102,6,True,1
883,table lamp,0.0010149422927234102,6,True,1
884,"file, file cabinet, filing cabinet",0.0010149422927234102,6,True,1
885,"chiffonier, commode",0.0010149422927234102,6,True,1
886,entertainment center,0.0010149422927234102,6,True,1
887,desk,0.0010149422927234102,6,True,1
888,"motor vehicle, automotive vehicle",0.02221864823739655,6,False,22
889,"streetcar, tram, tramcar, trolley, trolley car",0.0010149422927234102,6,True,1
890,"locomotive, engine, locomotive engine, railway locomotive",0.0020298845854468204,6,False,2
891,"armored vehicle, armoured vehicle",0.0010149422927234102,6,False,1
892,tractor,0.0010149422927234102,6,True,1
893,tracked vehicle,0.0020298845854468204,6,False,2
894,forklift,0.0010149422927234102,6,True,1
895,"recreational vehicle, RV, R.V.",0.0010149422927234102,6,True,1
896,cart,0.0030448268781702306,6,False,3
897,freight car,0.0010149422927234102,6,True,1
898,"passenger car, coach, carriage",0.0010149422927234102,6,True,1
899,"mountain bike, all-terrain bike, off-roader",0.0010149422927234102,6,True,1
900,"bicycle-built-for-two, tandem bicycle, tandem",0.0010149422927234102,6,True,1
901,"mobile home, manufactured home",0.0010149422927234102,6,True,1
902,"barrow, garden cart, lawn cart, wheelbarrow",0.0010149422927234102,6,True,1
903,shopping cart,0.0010149422927234102,6,True,1
904,"pop bottle, soda bottle",0.0010149422927234102,6,True,1
905,wine bottle,0.0010149422927234102,6,True,1
906,pill bottle,0.0010149422927234102,6,True,1
907,jug,0.0018386069995104855,6,False,2
908,beer bottle,0.0010149422927234102,6,True,1
909,water bottle,0.0010149422927234102,6,True,1
910,vase,0.0010149422927234102,6,True,1
911,beaker,0.0010149422927234102,6,True,1
912,mug,0.0010149422927234102,6,False,1
913,reservoir,0.0020298845854468204,6,False,2
914,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.0010149422927234102,6,True,1
915,mixing bowl,0.0010149422927234102,6,True,1
916,soup bowl,0.0010149422927234102,6,True,1
917,safe,0.000803365860932607,6,True,1
918,"dogsled, dog sled, dog sleigh",0.0010149422927234102,6,True,1
919,"bobsled, bobsleigh, bob",0.0010149422927234102,6,True,1
920,"vessel, watercraft",0.015008654334857562,6,False,15
921,aircraft,0.004059769170893641,6,False,4
922,school bus,0.0010149422927234102,6,True,1
923,"trolleybus, trolley coach, trackless trolley",0.0010149422927234102,6,True,1
924,minibus,0.0010149422927234102,6,True,1
925,passenger train,0.0010149422927234102,6,False,1
926,"machine, simple machine",0.003916896525071807,6,False,4
927,ride,0.0010149422927234102,6,False,1
928,winder,0.0010149422927234102,6,False,1
929,"hook, claw",0.0010149422927234102,6,True,1
930,pump,0.0010149422927234102,6,False,1
931,swing,0.0010149422927234102,6,True,1
932,joystick,0.0010149422927234102,6,True,1
933,"switch, electric switch, electrical switch",0.0010149422927234102,6,True,1
934,"circle, round",0.0010149422927234102,6,False,1
935,digital computer,0.00385209636330562,6,False,4
936,"analog computer, analogue computer",0.0009072022647266174,6,False,1
937,"web site, website, internet site, site",0.0010149422927234102,6,True,1
938,sewing machine,0.0010149422927234102,6,True,1
939,power drill,0.0007088981552252743,6,True,1
940,"power saw, saw, sawing machine",0.0009321854596244245,6,False,1
941,printer,0.0010149422927234102,6,True,1
942,"slot, one-armed bandit",0.0010149422927234102,6,True,1
943,vending machine,0.0010149422927234102,6,True,1
944,abacus,0.0010149422927234102,6,True,1
945,"thresher, thrasher, threshing machine",0.0010149422927234102,6,True,1
946,"harvester, reaper",0.0010149422927234102,6,True,1
947,magnifier,0.0020298845854468204,6,False,2
948,"timepiece, timekeeper, horologe",0.007622997343193367,6,False,8
949,barometer,0.0009360890838272069,6,True,1
950,"scale, weighing machine",0.0010149422927234102,6,True,1
951,"measuring stick, measure, measuring rod",0.0010149422927234102,6,False,1
952,meter,0.0010149422927234102,6,False,1
953,gun,0.004059769170893641,6,False,4
954,missile,0.0010149422927234102,6,True,1
955,"projectile, missile",0.0010149422927234102,6,True,1
956,bow,0.0010149422927234102,6,True,1
957,guillotine,0.0010016699704339504,6,True,1
958,compass,0.0009017371908427222,6,False,1
959,syringe,0.0010149422927234102,6,True,1
960,stethoscope,0.0010149422927234102,6,True,1
961,projector,0.0010149422927234102,6,True,1
962,"spectacles, specs, eyeglasses, glasses",0.0010149422927234102,6,False,1
963,"binoculars, field glasses, opera glasses",0.0010149422927234102,6,True,1
964,pipe,0.0010149422927234102,6,False,1
965,"woodwind, woodwind instrument, wood",0.004059769170893641,6,False,4
966,"brass, brass instrument",0.0030448268781702306,6,False,3
967,free-reed instrument,0.0010149422927234102,6,False,1
968,"ocarina, sweet potato",0.0010149422927234102,6,True,1
969,"chime, bell, gong",0.0010149422927234102,6,True,1
970,"drum, membranophone, tympan",0.0010149422927234102,6,True,1
971,"gong, tam-tam",0.0010008892455933937,6,True,1
972,steel drum,0.0010149422927234102,6,True,1
973,maraca,0.0010149422927234102,6,True,1
974,"marimba, xylophone",0.0010149422927234102,6,True,1
975,"piano, pianoforte, forte-piano",0.0020298845854468204,6,False,2
976,"organ, pipe organ",0.0010149422927234102,6,True,1
977,"accordion, piano accordion, squeeze box",0.0010149422927234102,6,True,1
978,banjo,0.0010149422927234102,6,True,1
979,"bowed stringed instrument, string",0.0020298845854468204,6,False,2
980,guitar,0.0020298845854468204,6,False,2
981,chordophone,0.0010149422927234102,6,False,1
982,"seat belt, seatbelt",0.0010149422927234102,6,True,1
983,screw,0.0010149422927234102,6,True,1
984,lock,0.001964303698840077,6,False,2
985,nail,0.0010149422927234102,6,True,1
986,buckle,0.0010149422927234102,6,True,1
987,clip,0.0010149422927234102,6,False,1
988,knot,0.0010149422927234102,6,True,1
989,pin,0.000982932574260595,6,False,1
990,"brake system, brakes",0.0010149422927234102,6,False,1
991,"screen, CRT screen",0.0009891783729850468,6,True,1
992,"upright, vertical",0.0010149422927234102,6,False,1
993,tripod,0.0009056408150455046,6,True,1
994,torch,0.0010149422927234102,6,True,1
995,lantern,0.0010149422927234102,6,False,1
996,"spotlight, spot",0.0010149422927234102,6,True,1
997,"candle, taper, wax light",0.0010149422927234102,6,True,1
998,car mirror,0.0010149422927234102,6,True,1
999,"converging lens, convex lens",0.0010149422927234102,6,False,1
1000,neck brace,0.0009212553118566339,6,True,1
1001,"spider web, spider's web",0.0010149422927234102,6,True,1
1002,electro-acoustic transducer,0.0020298845854468204,6,False,2
1003,"hard disc, hard disk, fixed disk",0.0010149422927234102,6,True,1
1004,"flagpole, flagstaff",0.0010149422927234102,6,True,1
1005,crutch,0.0010149422927234102,6,True,1
1006,"cooking utensil, cookware",0.006955477604517586,6,False,7
1007,"quill, quill pen",0.0010149422927234102,6,True,1
1008,fountain pen,0.0010149422927234102,6,True,1
1009,"ballpoint, ballpoint pen, ballpen, Biro",0.0009649759029277962,6,True,1
1010,opener,0.0020298845854468204,6,False,2
1011,hammer,0.0010149422927234102,6,True,1
1012,shovel,0.0010149422927234102,6,True,1
1013,screwdriver,0.0010149422927234102,6,True,1
1014,"plunger, plumber's helper",0.0009790289500578126,6,True,1
1015,"cutter, cutlery, cutting tool",0.003313396223321656,6,False,4
1016,"lawn mower, mower",0.0010149422927234102,6,True,1
1017,key,0.0008158574583815106,6,False,1
1018,"radiotelephone, radiophone, wireless telephone",0.0010149422927234102,6,False,1
1019,"dial telephone, dial phone",0.0010149422927234102,6,True,1
1020,"pay-phone, pay-station",0.0010149422927234102,6,True,1
1021,reproducer,0.0010149422927234102,6,False,1
1022,photocopier,0.0010149422927234102,6,True,1
1023,puzzle,0.0020298845854468204,6,False,2
1024,soccer ball,0.0010149422927234102,6,True,1
1025,rugby ball,0.0010149422927234102,6,True,1
1026,volleyball,0.0010149422927234102,6,True,1
1027,tennis ball,0.0010149422927234102,6,True,1
1028,ping-pong ball,0.0010008892455933937,6,True,1
1029,"punching bag, punch bag, punching ball, punchball",0.0009735638761739174,6,True,1
1030,dumbbell,0.0010149422927234102,6,True,1
1031,barbell,0.0010149422927234102,6,True,1
1032,baseball,0.0010149422927234102,6,True,1
1033,golf ball,0.0010149422927234102,6,True,1
1034,basketball,0.0010149422927234102,6,True,1
1035,"balance beam, beam",0.0010149422927234102,6,True,1
1036,"horizontal bar, high bar",0.0010149422927234102,6,True,1
1037,"parallel bars, bars",0.0010149422927234102,6,True,1
1038,croquet ball,0.0010149422927234102,6,True,1
