,layer,neuron,class_selectivity_idx,population_code,class_id,class_freq,first_wordnet_level,last_common_level,deep_level,included_categories
4649,block5_conv3,221,0.697,2,"lipstick, lip rouge",0.13119,"artifact, artefact","lipstick, lip rouge",6,1
4650,block5_conv3,222,0.616,2,"bow tie, bow-tie, bowtie",0.34067,"artifact, artefact",garment,4,2
4651,block5_conv3,222,0.616,2,"brassiere, bra, bandeau",0.16913,"artifact, artefact",garment,4,2
4652,block5_conv3,223,0.808,3,"echidna, spiny anteater, anteater",0.21178,"animal, animate being, beast, brute, creature, fauna","echidna, spiny anteater, anteater",7,1
4653,block5_conv3,223,0.808,3,planetarium,0.19071,"artifact, artefact","artifact, artefact",1,2
4654,block5_conv3,223,0.808,3,thimble,0.13958,"artifact, artefact","artifact, artefact",1,2
4655,block5_conv3,224,0.606,2,"groom, bridegroom",0.26415,"person, individual, someone, somebody, mortal, soul","groom, bridegroom",5,1
4656,block5_conv3,224,0.606,2,"suit, suit of clothes",0.19936,"artifact, artefact","suit, suit of clothes",5,1
4657,block5_conv3,225,0.434,0,,0.0,,,0,0
4658,block5_conv3,226,0.515,0,,0.0,,,0,0
4659,block5_conv3,227,0.525,1,beer glass,0.10891,"artifact, artefact",beer glass,5,1
4660,block5_conv3,228,0.677,3,wig,0.15103,"artifact, artefact","artifact, artefact",1,3
4661,block5_conv3,228,0.677,3,analog clock,0.12814,"artifact, artefact","artifact, artefact",1,3
4662,block5_conv3,228,0.677,3,wall clock,0.11152,"artifact, artefact","artifact, artefact",1,3
4663,block5_conv3,229,0.222,0,,0.0,,,0,0
4664,block5_conv3,230,0.899,3,ambulance,0.53701,"artifact, artefact","instrumentality, instrumentation",2,3
4665,block5_conv3,230,0.899,3,"police van, police wagon, paddy wagon, patrol wagon, wagon, blac",0.12853,"artifact, artefact","instrumentality, instrumentation",2,3
4666,block5_conv3,230,0.899,3,minibus,0.13154,"artifact, artefact","instrumentality, instrumentation",2,3
4667,block5_conv3,231,0.747,4,"bullfrog, Rana catesbeiana",0.19474,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,3
4668,block5_conv3,231,0.747,4,"tree frog, tree-frog",0.17819,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,3
4669,block5_conv3,231,0.747,4,"brown bear, bruin, Ursus arctos",0.12518,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,3
4670,block5_conv3,231,0.747,4,"stopwatch, stop watch",0.10203,"artifact, artefact","stopwatch, stop watch",8,1
4671,block5_conv3,232,0.535,1,"television, television system",0.13689,"artifact, artefact","television, television system",6,1
4672,block5_conv3,233,0.747,1,"quill, quill pen",0.57001,"artifact, artefact","quill, quill pen",6,1
4673,block5_conv3,234,0.848,2,broccoli,0.44696,Misc,broccoli,2,1
4674,block5_conv3,234,0.848,2,jacamar,0.24637,"animal, animate being, beast, brute, creature, fauna",jacamar,6,1
4675,block5_conv3,235,0.566,1,"gasmask, respirator, gas helmet",0.18687,"artifact, artefact","gasmask, respirator, gas helmet",5,1
4676,block5_conv3,236,0.596,2,gown,0.17538,"artifact, artefact","clothing, article of clothing, vesture, wear, wearable, habiliment",3,2
4677,block5_conv3,236,0.596,2,sarong,0.16896,"artifact, artefact","clothing, article of clothing, vesture, wear, wearable, habiliment",3,2
4678,block5_conv3,237,0.384,0,,0.0,,,0,0
4679,block5_conv3,238,0.677,3,"feather boa, boa",0.17715,"artifact, artefact","feather boa, boa",6,1
4680,block5_conv3,238,0.677,3,"red-breasted merganser, Mergus serrator",0.1622,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
4681,block5_conv3,238,0.677,3,West Highland white terrier,0.10782,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
4682,block5_conv3,239,0.909,2,spoonbill,0.53248,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4683,block5_conv3,239,0.909,2,"house finch, linnet, Carpodacus mexicanus",0.2813,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4684,block5_conv3,240,0.707,2,pickelhaube,0.31954,"artifact, artefact","protective covering, protective cover, protection",3,2
4685,block5_conv3,240,0.707,2,dome,0.17657,"artifact, artefact","protective covering, protective cover, protection",3,2
4686,block5_conv3,241,0.889,1,carbonara,0.82444,Misc,carbonara,9,1
4687,block5_conv3,242,0.99,2,mortarboard,0.67261,"artifact, artefact","clothing, article of clothing, vesture, wear, wearable, habiliment",3,2
4688,block5_conv3,242,0.99,2,"academic gown, academic robe, judge's robe",0.32739,"artifact, artefact","clothing, article of clothing, vesture, wear, wearable, habiliment",3,2
4689,block5_conv3,243,0.929,1,ski mask,0.85344,"artifact, artefact",ski mask,6,1
4690,block5_conv3,244,0.485,1,measuring cup,0.12239,"artifact, artefact",measuring cup,5,1
4691,block5_conv3,245,0.657,2,maraca,0.16528,"artifact, artefact",maraca,6,1
4692,block5_conv3,245,0.657,2,"prairie chicken, prairie grouse, prairie fowl",0.13901,"animal, animate being, beast, brute, creature, fauna","prairie chicken, prairie grouse, prairie fowl",5,1
4693,block5_conv3,246,0.869,1,maypole,0.78634,"artifact, artefact",maypole,8,1
4694,block5_conv3,247,0.889,2,golf ball,0.63845,"artifact, artefact",sports equipment,4,2
4695,block5_conv3,247,0.889,2,baseball,0.20339,"artifact, artefact",sports equipment,4,2
4696,block5_conv3,248,0.737,3,planetarium,0.18355,"artifact, artefact","building, edifice",3,2
4697,block5_conv3,248,0.737,3,mosque,0.13245,"artifact, artefact","building, edifice",3,2
4698,block5_conv3,248,0.737,3,armadillo,0.15916,"animal, animate being, beast, brute, creature, fauna",armadillo,7,1
4699,block5_conv3,249,0.586,1,stove,0.16605,"artifact, artefact",stove,5,1
4700,block5_conv3,250,0.414,1,"submarine, pigboat, sub, U-boat",0.1389,"artifact, artefact","submarine, pigboat, sub, U-boat",10,1
4701,block5_conv3,251,0.97,1,"panpipe, pandean pipe, syrinx",0.88971,"artifact, artefact","panpipe, pandean pipe, syrinx",7,1
4702,block5_conv3,252,0.586,1,digital clock,0.16553,"artifact, artefact",digital clock,8,1
4703,block5_conv3,253,0.808,1,eft,0.60808,"animal, animate being, beast, brute, creature, fauna",eft,7,1
4704,block5_conv3,254,0.424,0,,0.0,,,0,0
4705,block5_conv3,255,0.606,2,"tabby, tabby cat",0.11163,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
4706,block5_conv3,255,0.606,2,hamster,0.10035,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,2
4707,block5_conv3,256,0.616,2,coffee mug,0.1363,"artifact, artefact",coffee mug,7,1
4708,block5_conv3,256,0.616,2,trifle,0.10724,Misc,trifle,7,1
4709,block5_conv3,257,0.566,1,strainer,0.17696,"artifact, artefact",strainer,5,1
4710,block5_conv3,258,0.99,1,"pool table, billiard table, snooker table",0.99114,"artifact, artefact","pool table, billiard table, snooker table",5,1
4711,block5_conv3,259,0.768,2,"maze, labyrinth",0.37928,"artifact, artefact","instrumentality, instrumentation",2,2
4712,block5_conv3,259,0.768,2,volleyball,0.2086,"artifact, artefact","instrumentality, instrumentation",2,2
4713,block5_conv3,260,0.949,1,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.85556,"animal, animate being, beast, brute, creature, fauna","indigo bunting, indigo finch, indigo bird, Passerina cyanea",9,1
4714,block5_conv3,261,0.525,2,"snowplow, snowplough",0.19161,"artifact, artefact",self-propelled vehicle,5,2
4715,block5_conv3,261,0.525,2,snowmobile,0.1105,"artifact, artefact",self-propelled vehicle,5,2
4716,block5_conv3,262,0.909,2,airliner,0.69965,"artifact, artefact",heavier-than-air craft,7,2
4717,block5_conv3,262,0.909,2,"warplane, military plane",0.14788,"artifact, artefact",heavier-than-air craft,7,2
4718,block5_conv3,263,0.919,1,"dalmatian, coach dog, carriage dog",0.79747,"animal, animate being, beast, brute, creature, fauna","dalmatian, coach dog, carriage dog",4,1
4719,block5_conv3,264,0.455,0,,0.0,,,0,0
4720,block5_conv3,265,0.636,2,"gorilla, Gorilla gorilla",0.27267,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
4721,block5_conv3,265,0.636,2,"albatross, mollymawk",0.14128,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
4722,block5_conv3,266,0.747,3,viaduct,0.33176,"artifact, artefact","artifact, artefact",1,3
4723,block5_conv3,266,0.747,3,suspension bridge,0.19207,"artifact, artefact","artifact, artefact",1,3
4724,block5_conv3,266,0.747,3,pier,0.15674,"artifact, artefact","artifact, artefact",1,3
4725,block5_conv3,267,0.424,1,"starfish, sea star",0.15211,"animal, animate being, beast, brute, creature, fauna","starfish, sea star",4,1
4726,block5_conv3,268,0.859,3,Bernese mountain dog,0.32242,"animal, animate being, beast, brute, creature, fauna",Sennenhunde,5,3
4727,block5_conv3,268,0.859,3,Greater Swiss Mountain dog,0.18099,"animal, animate being, beast, brute, creature, fauna",Sennenhunde,5,3
4728,block5_conv3,268,0.859,3,Appenzeller,0.1489,"animal, animate being, beast, brute, creature, fauna",Sennenhunde,5,3
4729,block5_conv3,269,0.283,0,,0.0,,,0,0
4730,block5_conv3,270,0.939,1,"tench, Tinca tinca",0.93579,"animal, animate being, beast, brute, creature, fauna","tench, Tinca tinca",11,1
4731,block5_conv3,271,0.848,4,"African elephant, Loxodonta africana",0.26873,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,4
4732,block5_conv3,271,0.848,4,"Indian elephant, Elephas maximus",0.1825,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,4
4733,block5_conv3,271,0.848,4,armadillo,0.22376,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,4
4734,block5_conv3,271,0.848,4,tusker,0.18843,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,4
4735,block5_conv3,272,0.919,2,parking meter,0.48057,"artifact, artefact","instrumentality, instrumentation",2,2
4736,block5_conv3,272,0.919,2,"mailbox, letter box",0.3592,"artifact, artefact","instrumentality, instrumentation",2,2
4737,block5_conv3,273,0.869,1,steel drum,0.82116,"artifact, artefact",steel drum,6,1
4738,block5_conv3,274,0.586,1,"gibbon, Hylobates lar",0.10994,"animal, animate being, beast, brute, creature, fauna","gibbon, Hylobates lar",10,1
4739,block5_conv3,275,0.212,0,,0.0,,,0,0
4740,block5_conv3,276,0.232,1,"web site, website, internet site, site",0.13636,"artifact, artefact","web site, website, internet site, site",6,1
4741,block5_conv3,277,0.576,2,daisy,0.33948,"plant, flora, plant life",daisy,6,1
4742,block5_conv3,277,0.576,2,"groom, bridegroom",0.16747,"person, individual, someone, somebody, mortal, soul","groom, bridegroom",5,1
4743,block5_conv3,278,0.768,2,"echidna, spiny anteater, anteater",0.36077,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,2
4744,block5_conv3,278,0.768,2,"porcupine, hedgehog",0.13508,"animal, animate being, beast, brute, creature, fauna","mammal, mammalian",4,2
4745,block5_conv3,279,0.97,3,"liner, ocean liner",0.44522,"artifact, artefact","liner, ocean liner",9,1
4746,block5_conv3,279,0.97,3,"ruddy turnstone, Arenaria interpres",0.3573,"animal, animate being, beast, brute, creature, fauna","shorebird, shore bird, limicoline bird",7,2
4747,block5_conv3,279,0.97,3,"red-backed sandpiper, dunlin, Erolia alpina",0.17705,"animal, animate being, beast, brute, creature, fauna","shorebird, shore bird, limicoline bird",7,2
4748,block5_conv3,280,0.798,3,drake,0.18804,"animal, animate being, beast, brute, creature, fauna",aquatic bird,5,3
4749,block5_conv3,280,0.798,3,dowitcher,0.1441,"animal, animate being, beast, brute, creature, fauna",aquatic bird,5,3
4750,block5_conv3,280,0.798,3,"limpkin, Aramus pictus",0.1045,"animal, animate being, beast, brute, creature, fauna",aquatic bird,5,3
4751,block5_conv3,281,0.566,2,"prayer rug, prayer mat",0.13654,"artifact, artefact","prayer rug, prayer mat",5,1
4752,block5_conv3,281,0.566,2,"garter snake, grass snake",0.12111,"animal, animate being, beast, brute, creature, fauna","garter snake, grass snake",8,1
4753,block5_conv3,282,0.566,3,"hard disc, hard disk, fixed disk",0.13822,"artifact, artefact","instrumentality, instrumentation",2,3
4754,block5_conv3,282,0.566,3,"hand-held computer, hand-held microcomputer",0.12529,"artifact, artefact","instrumentality, instrumentation",2,3
4755,block5_conv3,282,0.566,3,"crossword puzzle, crossword",0.13189,"artifact, artefact","instrumentality, instrumentation",2,3
4756,block5_conv3,283,0.515,2,"crib, cot",0.16098,"artifact, artefact","instrumentality, instrumentation",2,2
4757,block5_conv3,283,0.515,2,school bus,0.15172,"artifact, artefact","instrumentality, instrumentation",2,2
4758,block5_conv3,284,0.646,3,harp,0.16099,"artifact, artefact",harp,7,1
4759,block5_conv3,284,0.646,3,"ruddy turnstone, Arenaria interpres",0.11095,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
4760,block5_conv3,284,0.646,3,"tree frog, tree-frog",0.10173,"animal, animate being, beast, brute, creature, fauna","vertebrate, craniate",3,2
4761,block5_conv3,285,0.414,0,,0.0,,,0,0
4762,block5_conv3,286,0.808,4,"lynx, catamount",0.24027,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4763,block5_conv3,286,0.808,4,"tiger, Panthera tigris",0.13061,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4764,block5_conv3,286,0.808,4,"tabby, tabby cat",0.15135,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4765,block5_conv3,286,0.808,4,tiger cat,0.11019,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4766,block5_conv3,287,0.798,2,"thresher, thrasher, threshing machine",0.27434,"artifact, artefact","instrumentality, instrumentation",2,2
4767,block5_conv3,287,0.798,2,Model T,0.19878,"artifact, artefact","instrumentality, instrumentation",2,2
4768,block5_conv3,288,0.899,2,"goldfinch, Carduelis carduelis",0.62397,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4769,block5_conv3,288,0.899,2,"king penguin, Aptenodytes patagonica",0.18435,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4770,block5_conv3,289,0.687,2,acorn,0.29217,natural object,fruit,5,2
4771,block5_conv3,289,0.687,2,"pineapple, ananas",0.24076,natural object,fruit,5,2
4772,block5_conv3,290,0.566,1,"sports car, sport car",0.12221,"artifact, artefact","sports car, sport car",8,1
4773,block5_conv3,291,0.667,2,"airship, dirigible",0.19495,"artifact, artefact","airship, dirigible",8,1
4774,block5_conv3,291,0.667,2,dowitcher,0.19149,"animal, animate being, beast, brute, creature, fauna",dowitcher,9,1
4775,block5_conv3,292,0.687,2,"apiary, bee house",0.35433,"artifact, artefact","artifact, artefact",1,2
4776,block5_conv3,292,0.687,2,crate,0.17648,"artifact, artefact","artifact, artefact",1,2
4777,block5_conv3,293,0.768,2,"bloodhound, sleuthhound",0.32906,"animal, animate being, beast, brute, creature, fauna","bloodhound, sleuthhound",6,1
4778,block5_conv3,293,0.768,2,"pay-phone, pay-station",0.25572,"artifact, artefact","pay-phone, pay-station",6,1
4779,block5_conv3,294,0.717,2,vending machine,0.22157,"artifact, artefact","artifact, artefact",1,2
4780,block5_conv3,294,0.717,2,"refrigerator, icebox",0.18918,"artifact, artefact","artifact, artefact",1,2
4781,block5_conv3,295,0.758,1,"oystercatcher, oyster catcher",0.46693,"animal, animate being, beast, brute, creature, fauna","oystercatcher, oyster catcher",8,1
4782,block5_conv3,296,0.727,2,hamper,0.51667,"artifact, artefact","basket, handbasket",4,2
4783,block5_conv3,296,0.727,2,shopping basket,0.125,"artifact, artefact","basket, handbasket",4,2
4784,block5_conv3,297,0.879,2,"ground beetle, carabid beetle",0.38845,"animal, animate being, beast, brute, creature, fauna",beetle,5,2
4785,block5_conv3,297,0.879,2,dung beetle,0.16863,"animal, animate being, beast, brute, creature, fauna",beetle,5,2
4786,block5_conv3,298,0.172,0,,0.0,,,0,0
4787,block5_conv3,299,0.798,3,half track,0.33507,"artifact, artefact",self-propelled vehicle,5,3
4788,block5_conv3,299,0.798,3,"jeep, landrover",0.18277,"artifact, artefact",self-propelled vehicle,5,3
4789,block5_conv3,299,0.798,3,"golfcart, golf cart",0.10277,"artifact, artefact",self-propelled vehicle,5,3
4790,block5_conv3,300,0.758,2,shopping cart,0.30725,"artifact, artefact","artifact, artefact",1,2
4791,block5_conv3,300,0.758,2,"dishwasher, dish washer, dishwashing machine",0.29801,"artifact, artefact","artifact, artefact",1,2
4792,block5_conv3,301,0.818,3,"goldfinch, Carduelis carduelis",0.25398,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4793,block5_conv3,301,0.818,3,bee eater,0.23307,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4794,block5_conv3,301,0.818,3,tennis ball,0.22087,"artifact, artefact",tennis ball,6,1
4795,block5_conv3,302,0.808,1,water tower,0.75223,"artifact, artefact",water tower,7,1
4796,block5_conv3,303,0.879,4,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.27285,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4797,block5_conv3,303,0.879,4,coucal,0.17141,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4798,block5_conv3,303,0.879,4,black grouse,0.13877,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4799,block5_conv3,303,0.879,4,partridge,0.11875,"animal, animate being, beast, brute, creature, fauna","animal, animate being, beast, brute, creature, fauna",1,4
4800,block5_conv3,304,0.778,4,"ram, tup",0.1592,"animal, animate being, beast, brute, creature, fauna","placental, placental mammal, eutherian, eutherian mammal",5,4
4801,block5_conv3,304,0.778,4,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky ",0.15128,"animal, animate being, beast, brute, creature, fauna","placental, placental mammal, eutherian, eutherian mammal",5,4
4802,block5_conv3,304,0.778,4,"impala, Aepyceros melampus",0.14478,"animal, animate being, beast, brute, creature, fauna","placental, placental mammal, eutherian, eutherian mammal",5,4
4803,block5_conv3,304,0.778,4,"gibbon, Hylobates lar",0.12839,"animal, animate being, beast, brute, creature, fauna","placental, placental mammal, eutherian, eutherian mammal",5,4
4804,block5_conv3,305,0.808,3,"lens cap, lens cover",0.3021,"artifact, artefact","artifact, artefact",1,2
4805,block5_conv3,305,0.808,3,iPod,0.27541,"artifact, artefact","artifact, artefact",1,2
4806,block5_conv3,305,0.808,3,"wallaby, brush kangaroo",0.12038,"animal, animate being, beast, brute, creature, fauna","wallaby, brush kangaroo",8,1
4807,block5_conv3,306,0.737,2,"suit, suit of clothes",0.3016,"artifact, artefact","suit, suit of clothes",5,1
4808,block5_conv3,306,0.737,2,"groom, bridegroom",0.27438,"person, individual, someone, somebody, mortal, soul","groom, bridegroom",5,1
4809,block5_conv3,307,0.556,1,"greenhouse, nursery, glasshouse",0.23778,"artifact, artefact","greenhouse, nursery, glasshouse",4,1
4810,block5_conv3,308,0.838,1,"feather boa, boa",0.62426,"artifact, artefact","feather boa, boa",6,1
4811,block5_conv3,309,0.778,1,waffle iron,0.35959,"artifact, artefact",waffle iron,8,1
4812,block5_conv3,310,0.869,3,bassoon,0.23112,"artifact, artefact","musical instrument, instrument",4,3
4813,block5_conv3,310,0.869,3,"oboe, hautboy, hautbois",0.2019,"artifact, artefact","musical instrument, instrument",4,3
4814,block5_conv3,310,0.869,3,banjo,0.17105,"artifact, artefact","musical instrument, instrument",4,3
4815,block5_conv3,311,0.909,2,green mamba,0.56098,"animal, animate being, beast, brute, creature, fauna","snake, serpent, ophidian",6,2
4816,block5_conv3,311,0.909,2,"garter snake, grass snake",0.25595,"animal, animate being, beast, brute, creature, fauna","snake, serpent, ophidian",6,2
4817,block5_conv3,312,0.798,3,desktop computer,0.1415,"artifact, artefact","personal computer, PC, microcomputer",7,3
4818,block5_conv3,312,0.798,3,"laptop, laptop computer",0.13681,"artifact, artefact","personal computer, PC, microcomputer",7,3
4819,block5_conv3,312,0.798,3,"notebook, notebook computer",0.11581,"artifact, artefact","personal computer, PC, microcomputer",7,3
4820,block5_conv3,313,0.727,3,Weimaraner,0.24051,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,3
4821,block5_conv3,313,0.727,3,Italian greyhound,0.11297,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,3
4822,block5_conv3,313,0.727,3,Mexican hairless,0.10032,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,3
4823,block5_conv3,314,0.606,1,collie,0.10728,"animal, animate being, beast, brute, creature, fauna",collie,6,1
4824,block5_conv3,315,0.606,1,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulg",0.17228,"animal, animate being, beast, brute, creature, fauna","lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",8,1
4825,block5_conv3,316,0.545,0,,0.0,,,0,0
4826,block5_conv3,317,0.909,3,"toilet tissue, toilet paper, bathroom tissue",0.33362,Misc,"toilet tissue, toilet paper, bathroom tissue",4,1
4827,block5_conv3,317,0.909,3,paper towel,0.33008,"artifact, artefact",paper towel,5,1
4828,block5_conv3,317,0.909,3,"stinkhorn, carrion fungus",0.25051,fungus,"stinkhorn, carrion fungus",2,1
4829,block5_conv3,318,0.667,1,"Dandie Dinmont, Dandie Dinmont terrier",0.12232,"animal, animate being, beast, brute, creature, fauna","Dandie Dinmont, Dandie Dinmont terrier",6,1
4830,block5_conv3,319,0.596,2,beer glass,0.1433,"artifact, artefact",container,3,2
4831,block5_conv3,319,0.596,2,shopping cart,0.10714,"artifact, artefact",container,3,2
4832,block5_conv3,320,0.808,1,"ringlet, ringlet butterfly",0.63646,"animal, animate being, beast, brute, creature, fauna","ringlet, ringlet butterfly",7,1
4833,block5_conv3,321,0.768,2,Japanese spaniel,0.48462,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
4834,block5_conv3,321,0.768,2,Brabancon griffon,0.10387,"animal, animate being, beast, brute, creature, fauna","dog, domestic dog, Canis familiaris",3,2
4835,block5_conv3,322,0.879,2,coffee mug,0.53531,"artifact, artefact",coffee mug,7,1
4836,block5_conv3,322,0.879,2,cup,0.16822,Misc,cup,7,1
4837,block5_conv3,323,0.707,3,"Irish setter, red setter",0.18687,"animal, animate being, beast, brute, creature, fauna","Irish setter, red setter",7,1
4838,block5_conv3,323,0.707,3,Loafer,0.14171,"artifact, artefact",covering,2,2
4839,block5_conv3,323,0.707,3,holster,0.12237,"artifact, artefact",covering,2,2
4840,block5_conv3,324,0.808,3,"washer, automatic washer, washing machine",0.27477,"artifact, artefact","artifact, artefact",1,3
4841,block5_conv3,324,0.808,3,"fire engine, fire truck",0.25564,"artifact, artefact","artifact, artefact",1,3
4842,block5_conv3,324,0.808,3,"mailbox, letter box",0.11647,"artifact, artefact","artifact, artefact",1,3
4843,block5_conv3,325,0.869,4,oxcart,0.34501,"artifact, artefact","artifact, artefact",1,2
4844,block5_conv3,325,0.869,4,"swimming trunks, bathing trunks",0.11895,"artifact, artefact","artifact, artefact",1,2
4845,block5_conv3,325,0.869,4,ox,0.15072,"animal, animate being, beast, brute, creature, fauna",bovid,9,2
4846,block5_conv3,325,0.869,4,hartebeest,0.11881,"animal, animate being, beast, brute, creature, fauna",bovid,9,2
4847,block5_conv3,326,0.707,1,"bullet train, bullet",0.34919,"artifact, artefact","bullet train, bullet",7,1
4848,block5_conv3,327,0.909,2,"sax, saxophone",0.57349,"artifact, artefact","beating-reed instrument, reed instrument, reed",7,2
4849,block5_conv3,327,0.909,2,"oboe, hautboy, hautbois",0.26468,"artifact, artefact","beating-reed instrument, reed instrument, reed",7,2
4850,block5_conv3,328,0.384,0,,0.0,,,0,0
4851,block5_conv3,329,0.96,4,sturgeon,0.43093,"animal, animate being, beast, brute, creature, fauna",fish,5,4
4852,block5_conv3,329,0.96,4,"tench, Tinca tinca",0.1819,"animal, animate being, beast, brute, creature, fauna",fish,5,4
4853,block5_conv3,329,0.96,4,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus",0.19319,"animal, animate being, beast, brute, creature, fauna",fish,5,4
4854,block5_conv3,329,0.96,4,"barracouta, snoek",0.12777,"animal, animate being, beast, brute, creature, fauna",fish,5,4
4855,block5_conv3,330,0.626,2,banana,0.13199,natural object,banana,7,1
4856,block5_conv3,330,0.626,2,golden retriever,0.12028,"animal, animate being, beast, brute, creature, fauna",golden retriever,7,1
4857,block5_conv3,331,0.899,2,ambulance,0.57969,"artifact, artefact","motor vehicle, automotive vehicle",6,2
4858,block5_conv3,331,0.899,2,"police van, police wagon, paddy wagon, patrol wagon, wagon, blac",0.29828,"artifact, artefact","motor vehicle, automotive vehicle",6,2
4859,block5_conv3,332,0.636,2,muzzle,0.18812,"artifact, artefact","artifact, artefact",1,2
4860,block5_conv3,332,0.636,2,"lens cap, lens cover",0.10223,"artifact, artefact","artifact, artefact",1,2
4861,block5_conv3,333,0.737,4,thimble,0.19696,"artifact, artefact","instrumentality, instrumentation",2,4
4862,block5_conv3,333,0.737,4,"panpipe, pandean pipe, syrinx",0.15154,"artifact, artefact","instrumentality, instrumentation",2,4
4863,block5_conv3,333,0.737,4,"accordion, piano accordion, squeeze box",0.10943,"artifact, artefact","instrumentality, instrumentation",2,4
4864,block5_conv3,333,0.737,4,fountain pen,0.13564,"artifact, artefact","instrumentality, instrumentation",2,4
4865,block5_conv3,334,0.434,2,"shoe shop, shoe-shop, shoe store",0.13558,"artifact, artefact","shop, store",6,2
4866,block5_conv3,334,0.434,2,barbershop,0.13447,"artifact, artefact","shop, store",6,2
4867,block5_conv3,335,0.768,1,eggnog,0.6227,Misc,eggnog,7,1
4868,block5_conv3,336,0.778,1,"bolo tie, bolo, bola tie, bola",0.5837,"artifact, artefact","bolo tie, bolo, bola tie, bola",7,1
4869,block5_conv3,337,0.838,4,cassette player,0.27845,"artifact, artefact","instrumentality, instrumentation",2,4
4870,block5_conv3,337,0.838,4,CD player,0.2248,"artifact, artefact","instrumentality, instrumentation",2,4
4871,block5_conv3,337,0.838,4,tape player,0.21505,"artifact, artefact","instrumentality, instrumentation",2,4
4872,block5_conv3,337,0.838,4,"radio, wireless",0.10914,"artifact, artefact","instrumentality, instrumentation",2,4
4873,block5_conv3,338,0.626,2,alp,0.18729,"geological formation, formation","natural elevation, elevation",2,2
4874,block5_conv3,338,0.626,2,"promontory, headland, head, foreland",0.10158,"geological formation, formation","natural elevation, elevation",2,2
4875,block5_conv3,339,0.859,3,lifeboat,0.24914,"artifact, artefact",lifeboat,9,1
4876,block5_conv3,339,0.859,3,lorikeet,0.23187,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4877,block5_conv3,339,0.859,3,"robin, American robin, Turdus migratorius",0.20881,"animal, animate being, beast, brute, creature, fauna",bird,4,2
4878,block5_conv3,340,0.768,1,"airship, dirigible",0.43291,"artifact, artefact","airship, dirigible",8,1
4879,block5_conv3,341,0.697,2,"bloodhound, sleuthhound",0.29857,"animal, animate being, beast, brute, creature, fauna","hound, hound dog",5,2
4880,block5_conv3,341,0.697,2,"Afghan hound, Afghan",0.10251,"animal, animate being, beast, brute, creature, fauna","hound, hound dog",5,2
4881,block5_conv3,342,0.838,1,"pay-phone, pay-station",0.68064,"artifact, artefact","pay-phone, pay-station",6,1
4882,block5_conv3,343,0.455,1,"prayer rug, prayer mat",0.10956,"artifact, artefact","prayer rug, prayer mat",5,1
4883,block5_conv3,344,0.566,2,"grocery store, grocery, food market, market",0.19239,"artifact, artefact","mercantile establishment, retail store, sales outlet, outlet",5,2
